Date,Close,High,Low,Open,Volume,Open_diff,High_diff,Low_diff,RSI_12,MA_5,MA_10,MA_20,W%R_12,BIAS_6,BIAS_12,up,PSY_6,K,D,MACD,MTM_10,AD,CCI_10,UpDown
2021-01-04,90.14356994628906,90.55707256072158,90.14356994628906,90.14356994628906,8002.963,-0.8270052288650334,-0.4135026144325167,0.0,49.088538969952964,90.39167022705078,90.14356842041016,90.12289237976074,-49.999911541846544,-0.1526700268833106,-0.07639191985283413,False,50.0,50.000088458153456,66.66672563876898,0.043639629207062214,-0.4134979248046875,70699.98633333387,22.87621028440489,1
2021-01-05,90.55706787109375,90.55706787109375,89.73006268505637,90.14356527807506,6159.889,-4.668214003800131e-06,-4.689627829179699e-06,-0.4135072612326951,53.45990738021308,90.39167022705078,90.14356842041016,90.16424255371093,-25.00023930114586,0.1524358923714196,0.3819680564023408,True,50.0,74.99976069885415,58.33331253838702,0.0590338287675408,0.0,76859.87533333387,31.914130748560474,0
2021-01-06,90.55706787109375,90.55706787109375,89.73006268505637,90.14356527807506,8983.622,0.0,0.0,0.0,53.45990738021309,90.47436981201172,90.18491821289062,90.16424255371093,-25.00023930114586,0.1524358923714196,0.3819680564023408,False,33.33333333333333,74.99976069885415,66.66653661862058,0.06612133801348932,0.4134979248046875,85843.49733333387,31.914297098289847,0
2021-01-07,90.14356994628906,90.55707256072158,90.14356994628906,90.14356994628906,5427.622,4.668214003800131e-06,4.689627829179699e-06,0.4135072612326951,48.50365475304994,90.30896911621093,90.22626876831055,90.1849178314209,-49.999911541846544,-0.30487600364293066,-0.038209850053205464,False,33.33333333333333,50.000088458153456,66.66653661862058,0.04109166029259178,0.41350555419921875,80415.87533333387,24.390828153679475,1
2021-01-08,90.97057342529297,90.97057342529297,90.14356821233577,90.14356821233577,11498.969,-1.7339532973892346e-06,0.41350086457138957,-1.7339532973892346e-06,57.16767477761845,90.47436981201172,90.39166946411133,90.24694328308105,-0.00010579485898300718,0.6097562261859841,0.8018328412935242,True,33.33333333333333,99.99985894046685,74.99990269915816,0.07631589440771751,1.6540069580078125,91914.84433333387,145.833009391871,1
2021-01-11,91.7975845336914,91.7975845336914,90.55707663458746,90.97057926762211,14043.914,0.8270110552863486,0.8270111083984375,0.41350842225169515,63.81005239305477,90.80517272949218,90.59842147827149,90.35031929016114,-0.0,1.2158113263924524,1.524396179946298,True,50.0,100.0,83.3333157995401,0.14728614812146693,2.0675201416015625,105958.75833333387,224.49036952236867,0
2021-01-12,91.7975845336914,92.21108716672605,91.38408190065675,91.7975845336914,9224.108,0.8270052660692926,0.4135026330346392,0.8270052660692926,63.81005239305477,91.05327606201172,90.72247314453125,90.45369529724121,-14.285680012743093,0.9090959792092467,1.292781363125362,False,50.0,83.33339166583474,94.44441686876719,0.18382732461793733,1.2405166625976562,105958.75833333403,188.88902666018697,1
2021-01-13,92.2110824584961,92.2110824584961,91.79757984657459,91.79757984657459,8711.554,-4.687116813784087e-06,-4.708229951688736e-06,0.4134979459178396,66.86741109548404,91.38407897949219,90.92922439575196,90.55707092285157,-0.00018976958859028248,1.057400966452058,1.5174509855621778,True,50.0,99.99981023041141,94.44440063208204,0.22284296556055128,2.0675125122070312,114670.31233333403,149.42478933286728,1
2021-01-14,92.62458801269531,92.62458801269531,92.21108538763863,92.21108538763863,6216.615,0.41350554106404047,0.41350555419921875,0.41350554106404047,69.6633202819766,91.88028259277344,91.0946258544922,90.66044692993164,-0.0,1.128669237078566,1.7796318044068928,True,66.66666666666666,100.0,94.44440063208204,0.2608568712062995,1.6540145874023438,120886.92733333404,132.35279195603667,0
2021-01-15,91.7975845336914,93.03809243279534,91.7975845336914,92.6245897997607,7853.792,0.4135044121220659,0.4135044201000255,-0.4135008539472267,58.83169557120346,92.04568481445312,91.26002731323243,90.72247276306152,-37.49990156381803,-0.07501651804292625,0.7183408924520257,False,66.66666666666666,62.50009843618197,87.49996955553114,0.21648922280672805,1.6540145874023438,113033.13533333404,84.74581361215404,0
2021-01-18,91.7975845336914,92.21108716672605,91.7975845336914,91.7975845336914,5291.001,-0.8270052660692926,-0.8270052660692926,0.0,58.83169557120346,92.04568481445312,91.42542877197266,90.78449859619141,-37.49990156381803,-0.22471792713919947,0.6422403588073398,False,50.0,62.50009843618197,75.00006562412132,0.17509624503969629,1.6540145874023438,107742.13433333403,51.55886144602516,0
2021-01-19,91.7975845336914,92.21108716672605,91.7975845336914,91.7975845336914,5309.057,0.0,0.0,0.0,58.83169557120346,92.04568481445312,91.54948043823242,90.84652442932129,-37.49990156381803,-0.22471792713919947,0.49038446956163945,False,33.33333333333333,57.14294285963956,60.714379910667844,0.13733854172863807,1.2405166625976562,102433.07733333403,42.005560603413585,0
2021-01-20,90.14356994628906,91.79758040401913,90.14356994628906,91.38407778958661,16075.623,-0.4135067441047937,-0.4135067627069162,-1.6540145874023438,41.91108528185141,91.63218231201172,91.50813064575195,90.84652442932129,-87.49989290406695,-1.728026579146695,-1.3202575277266642,False,33.33333333333333,5.990460487886086e-05,39.881033733475476,-0.0020296899868758045,-0.4134979248046875,86357.45433333403,-90.64332382066193,0
2021-01-21,89.73006439208984,90.97057219474546,89.73006439208984,90.14356699297504,10763.853,-1.2405107966115736,-0.8270082092736715,-0.41350555419921875,38.862710774577906,91.05327758789062,91.46678009033204,90.84652442932129,-99.99994839727552,-1.7358543975069978,-1.6987586421019416,False,16.666666666666664,0.0,19.047667588081485,-0.11860850486386232,-0.41350555419921875,75593.60133333402,-143.87478942300558,0
2021-01-22,89.73006439208984,90.14356699297504,89.73006439208984,90.14356699297504,8690.906,0.0,-0.8270052017704188,0.0,38.862710774577906,90.63977355957032,91.34272918701171,90.86719932556153,-100.0,-1.2139649626524656,-1.6244851007120371,False,0.0,0.0,1.9968201631023905e-05,-0.18813280943837007,-1.240509033203125,66902.69533333402,-141.97539969690723,1
2021-01-25,90.14356994628906,90.55707256072158,89.73006733185655,89.73006733185655,8288.346,-0.4134996611184931,0.41350556774654024,2.939766702070301e-06,43.733160424775654,90.30897064208985,91.17732772827148,90.88787460327148,-87.4999380564189,-0.4566214405609397,-1.1711384762149124,True,16.666666666666664,12.500061943581093,4.166687314527036,-0.1977019284506909,-1.6540145874023438,66902.69533333402,-88.47724366660574,0
2021-01-26,89.73006439208984,90.55706959386025,89.73006439208984,90.14356699297504,7473.723,0.4134996611184931,-2.966861330833126e-06,-2.939766702070301e-06,40.23636533878845,89.89546661376953,90.97057571411133,90.84652442932129,-100.0,-0.534761755231649,-1.5128637602803754,False,16.666666666666664,0.0,4.166687314527036,-0.221517983850066,-2.0675201416015625,59428.97233333402,-77.93432607485603,1
2021-01-27,90.14356994628906,90.55707256072158,89.73006733185655,90.14356994628906,6936.763,2.953314023557141e-06,2.966861330833126e-06,2.939766702070301e-06,45.031103539712,89.89546661376953,90.76382446289062,90.84652442932129,-87.4999380564189,0.22988669557948144,-0.9090917731712195,True,33.33333333333333,12.500061943581093,8.333374629054067,-0.19973246480670012,-2.0675125122070312,59428.97233333402,-57.17043475469037,0
2021-01-28,90.14356994628906,90.55707256072158,89.31656471742403,90.14356994628906,10483.359,0.0,0.0,-0.4135026144325167,45.031103539712,89.97816772460938,90.51572265625,90.8051742553711,-77.77780277037328,0.22988669557948144,-0.7587258321342151,False,33.33333333333333,28.57138762438885,13.690483189323318,-0.17644052301465035,-2.48101806640625,62923.425333334024,-59.23330967025049,0
