Date,Close,High,Low,Open,Volume,EMA_5,EMA_20,MACD,MACD_signal,MACD_hist,RSI_14,BB_MID,BB_STD,BB_UPPER,BB_LOWER,OBV,OBV_change
2021-01-04,496.2536315917969,499.95701690218345,488.84686097102383,490.69855362621706,38770328,487.17486886873047,474.1922627630564,10.106314323361858,9.452746568457513,0.6535677549043442,77.4888614347019,476.0669799804688,7.76029161479492,491.5875632100586,460.54639675087896,549049098,38770328.0
2021-01-05,501.8086853027344,501.8086853027344,495.32776132280975,496.25360760565616,34411866,492.05280768006514,476.82239824302576,11.098300766256102,9.781857408017231,1.316443358238871,85.20732122154973,477.4793502807617,9.626393139549316,496.73213655986035,458.22656400166306,583460964,34411866.0
2021-01-06,508.2895202636719,513.844596987865,500.882751298081,513.844596987865,53030554,497.4650452079341,479.8192670068968,12.266011443285038,10.278688215070794,1.987323228214244,84.95569697054555,478.7550964355469,11.808466682441852,502.3720298004306,455.13816307066315,636491518,53030554.0
2021-01-07,523.1031494140625,527.7323808248065,511.9929940282771,512.9188403104258,51166782,506.0110799433103,483.94154152186496,14.222814880950978,11.067513548246831,3.1553013327041466,90.14080714574213,480.9557876586914,15.422360866967635,511.8005093926267,450.11106592475613,687658300,51166782.0
2021-01-08,536.9908447265625,536.9908447265625,528.6582281704607,536.9908447265625,59563555,516.3376682043944,488.99385611278854,16.701689965236824,12.194348831644831,4.507341133591993,91.66663069645523,484.2193969726562,19.68263358094826,523.5846641345528,444.85412981075973,747221855,59563555.0
2021-01-11,540.6942138671875,540.6942138671875,531.4357513009686,534.2132900708342,48810990,524.4565167586588,493.9176997084456,18.748921373371218,13.50526333999011,5.243658033381108,91.46337884874116,487.4839111328125,23.2370696041241,533.9580503410607,441.00977192456435,796032845,48810990.0
2021-01-12,547.1751098632812,552.7301871207765,538.8424939770383,539.7683401866209,50232426,532.0293811268664,498.98983400890614,20.656209235576625,14.935452519107415,5.720756716469211,100.0,491.44099884033204,26.28869169452713,544.0183822293864,438.8636154512778,846265271,50232426.0
2021-01-13,560.1370849609375,560.1370849609375,549.0269279038611,550.8786207467072,62662393,541.3986157382235,504.8133817186234,22.94912840337878,16.53818769596169,6.41094070741709,100.0,496.230451965332,29.608992733940152,555.4484374332123,437.0124664974517,908927664,62662393.0
2021-01-14,548.1009521484375,552.7301831632047,543.4717211336704,543.4717211336704,75288477,543.6327278749616,508.9360074738438,23.523899169139668,17.935329990597285,5.588569178542382,87.96285699025644,500.0495666503906,31.16607855030558,562.3817237510018,437.71740954977946,833639187,-75288477.0
2021-01-15,556.4335327148438,578.6538401776661,556.4335327148438,574.950455600529,92010500,547.899662821589,513.45958130632,24.3708468038036,19.22243335323855,5.148413450565052,88.79300619936572,504.35474853515626,32.7513483193445,569.8574451738452,438.8520518964673,925649687,92010500.0
